source_id,source_name,source_url,source_type,trust_level,retrieved_at,local_snapshot_path,notes
32,Nottingham Analogue Space Deck dealer manual mirror,https://www.manualslib.com/manual/3864610/Nottingham-Analogue-Studio-Space-Deck.html,official_manual,official,2026-06-18T05:12:10+00:00,,"Mirror of Nottingham Analogue Studio dealer manual. Underlying document carries manufacturer address and branded instructions for Space Deck, Hyperspace, Dais, and related products."
33,Technics SP-10R official page,https://www.technics.com/uk/products/reference-class/turntables/sp-10r.html,official_website,official,2026-06-18T05:14:34+00:00,,Official Technics SP-10R product page.
34,Thorens TD 1600 official page,https://www.thorens.com/en/products/thorens-td-1600.html,official_website,official,2026-06-18T05:14:34+00:00,,Official Thorens TD 1600 product page.
35,Rega Planar 8 official page,https://www.rega.co.uk/products/planar-8,official_website,official,2026-06-18T05:14:34+00:00,,Official Rega Planar 8 product page.
36,VPI Avenger official page,https://www.vpiindustries.com/avenger,official_website,official,2026-06-18T05:14:34+00:00,,Official VPI Avenger product page.
37,Pro-Ject Debut PRO S Balanced official page,https://www.project-audio.com/en/product/debut-pro-s-balanced/,official_website,official,2026-06-18T05:14:34+00:00,,Official Pro-Ject Debut PRO S Balanced product page.
38,Linn Selekt LP12 official page,https://www.linn.co.uk/turntables/selekt-lp12,official_website,official,2026-06-18T05:14:34+00:00,,Official Linn Selekt LP12 product page.
39,Clearaudio Ovation official page,https://www.clearaudio.de/en/products/turntables-ovation.php,official_website,official,2026-06-18T05:14:34+00:00,,Official Clearaudio Ovation product page.
40,SME Model 15 official page,https://sme.co.uk/product/model-15-2/,official_website,official,2026-06-18T05:14:34+00:00,,Official SME Model 15 product page.
41,Acoustic Signature Maximus NEO official page,https://www.acoustic-signature.com/products/turntables/maximus-neo/,official_website,official,2026-06-18T05:14:34+00:00,,Official Acoustic Signature Maximus NEO product page.
